Nombre de Cooperativa,Name Mes,#Mes,Año,Afiliado Hombres,Afiliados Mujeres,Personas Jurídicas,Menores Ahorrantes,Total Afiliados ,Cooperativa,Cierre
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Febrero,2,2023,4194,5280,24,685,10183,ARSENAULT,2023-02
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Marzo,3,2023,4299,5388,24,693,10404,ARSENAULT,2023-03
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Abril,4,2023,4283,5378,20,621,10302,ARSENAULT,2023-04
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Mayo,5,2023,4335,5445,20,620,10420,ARSENAULT,2023-05
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Junio,6,2023,4403,5517,21,630,10571,ARSENAULT,2023-06
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Julio,7,2023,4423,5546,21,630,10620,ARSENAULT,2023-07
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Agosto,8,2023,4468,5587,21,631,10707,ARSENAULT,2023-08
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Septiembre,9,2023,4504,5632,22,635,10793,ARSENAULT,2023-09
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Octubre,10,2023,4541,5696,22,641,10900,ARSENAULT,2023-10
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Noviembre,11,2023,4584,5723,22,643,10972,ARSENAULT,2023-11
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Diciembre,12,2023,4612,5786,22,649,11069,ARSENAULT,2023-12
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Enero,1,2024,4646,5848,22,654,11170,ARSENAULT,2024-01
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Febrero,2,2024,4707,5926,22,658,11313,ARSENAULT,2024-02
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Marzo,3,2024,4773,5975,23,662,11433,ARSENAULT,2024-03
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Abril,4,2024,4900,6076,22,663,11661,ARSENAULT,2024-04
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Mayo,5,2024,5001,6186,22,668,11877,ARSENAULT,2024-05
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Junio,6,2024,5088,6254,22,675,12039,ARSENAULT,2024-06
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Julio,7,2024,5121,6295,23,685,12124,ARSENAULT,2024-07
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Agosto,8,2024,5174,6342,23,691,12230,ARSENAULT,2024-08
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Septiembre,9,2024,5193,6365,23,711,12292,ARSENAULT,2024-09
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Octubre,10,2024,5211,6407,23,719,12360,ARSENAULT,2024-10
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Noviembre,11,2024,5255,6447,22,715,12439,ARSENAULT,2024-11
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Diciembre,12,2024,5278,6447,22,716,12463,ARSENAULT,2024-12
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Enero,1,2025,5336,6497,22,729,12584,ARSENAULT,2025-01
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Febrero,2,2025,5418,6585,22,738,12763,ARSENAULT,2025-02
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Marzo,3,2025,5474,6645,22,746,12887,ARSENAULT,2025-03
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Abril,4,2025,5178,6377,19,699,12273,ARSENAULT,2025-04
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Mayo,5,2025,5222,6443,20,687,12372,ARSENAULT,2025-05
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Junio,5,2025,5244,6492,20,694,12450,ARSENAULT,2025-05
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Julio,7,2025,5251,6531,20,715,12517,ARSENAULT,2025-07
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Agosto,8,2025,5309,6571,19,717,12616,ARSENAULT,2025-08
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Septiembre,9,2025,5325,6591,19,731,12666,ARSENAULT,2025-09
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Octubre,10,2025,5356,6637,19,735,12747,ARSENAULT,2025-10
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Noviembre,11,2025,5356,6626,19,735,12736,ARSENAULT,2025-11
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Diciembre,12,2025,5009,6208,18,680,11915,ARSENAULT,2025-12
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Enero,1,2026,5023,6238,18,687,11966,ARSENAULT,2026-01
"Cooperativa de Ahorro y Crédito Padre Guillermo Arsenault, Limitada",Febrero,2,2026,5039,6261,18,696,12014,ARSENAULT,2026-02
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Marzo,3,2019,1164,861,3,396,2424,BECERRA,2019-03
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Junio,6,2019,1174,871,3,392,2440,BECERRA,2019-06
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Septiembre,9,2019,1173,875,3,390,2441,BECERRA,2019-09
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Diciembre,12,2019,1222,843,4,396,2465,BECERRA,2019-12
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Marzo,3,2020,1175,891,4,389,2459,BECERRA,2020-03
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Junio,6,2020,1175,891,4,389,2459,BECERRA,2020-06
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Septiembre,9,2020,1187,901,387,4,2479,BECERRA,2020-09
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Diciembre,12,2020,1191,910,4,396,2501,BECERRA,2020-12
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Marzo,3,2021,1191,910,4,396,2501,BECERRA,2021-03
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Junio,6,2021,1227,945,4,387,2563,BECERRA,2021-06
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Marzo,3,2022,1262,979,4,378,2623,BECERRA,2022-03
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Abril,4,2022,1262,982,0,378,2622,BECERRA,2022-04
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Mayo,5,2022,1269,984,3,379,2635,BECERRA,2022-05
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Junio,6,2022,1265,982,3,378,2628,BECERRA,2022-06
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Julio,7,2022,1275,980,4,379,2638,BECERRA,2022-07
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Agosto,8,2022,1264,1006,4,379,2653,BECERRA,2022-08
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Septiembre,9,2022,1266,1002,4,378,2650,BECERRA,2022-09
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Octubre,10,2022,1267,1003,4,376,2650,BECERRA,2022-10
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Noviembre,11,2022,1267,1006,4,375,2652,BECERRA,2022-11
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Diciembre,12,2022,1256,997,4,375,2632,BECERRA,2022-12
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Enero,1,2023,1261,1003,3,375,2642,BECERRA,2023-01
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Febrero,2,2023,1261,1003,3,375,2642,BECERRA,2023-02
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Marzo,3,2023,1261,1010,3,374,2648,BECERRA,2023-03
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Abril,4,2023,1264,1010,3,378,2655,BECERRA,2023-04
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Mayo,5,2023,1269,1021,4,379,2673,BECERRA,2023-05
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Junio,6,2023,1268,1028,4,380,2680,BECERRA,2023-06
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Julio,7,2023,1275,1033,4,381,2693,BECERRA,2023-07
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Agosto,8,2023,850,772,4,380,2006,BECERRA,2023-08
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Septiembre,9,2023,725,658,4,379,1766,BECERRA,2023-09
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Octubre,10,2023,732,663,4,378,1777,BECERRA,2023-10
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Noviembre,11,2023,743,667,5,377,1792,BECERRA,2023-11
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Diciembre,12,2023,743,669,6,376,1794,BECERRA,2023-12
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Enero,1,2024,752,669,6,376,1803,BECERRA,2024-01
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Febrero,2,2024,766,672,6,375,1819,BECERRA,2024-02
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Marzo,3,2024,774,678,6,374,1832,BECERRA,2024-03
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Abril,4,2024,782,688,6,374,1850,BECERRA,2024-04
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Mayo,5,2024,797,694,6,373,1870,BECERRA,2024-05
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Junio,6,2024,803,702,6,371,1882,BECERRA,2024-06
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Julio,7,2024,624,641,6,84,1355,BECERRA,2024-07
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Agosto,8,2024,735,650,6,83,1474,BECERRA,2024-08
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Septiembre,9,2024,746,659,6,83,1494,BECERRA,2024-09
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Octubre,10,2024,754,661,6,83,1504,BECERRA,2024-10
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Noviembre,11,2024,760,666,6,83,1515,BECERRA,2024-11
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Diciembre,12,2024,773,674,6,85,1538,BECERRA,2024-12
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Enero,1,2025,778,684,6,87,1555,BECERRA,2025-01
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Febrero,2,2025,787,695,6,87,1575,BECERRA,2025-02
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Marzo,3,2025,799,703,6,88,1596,BECERRA,2025-03
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Abril,4,2025,803,711,6,88,1608,BECERRA,2025-04
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Mayo,5,2025,809,726,6,93,1634,BECERRA,2025-05
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Junio,5,2025,824,740,6,93,1663,BECERRA,2025-05
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Julio,7,2025,837,748,6,92,1683,BECERRA,2025-07
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Agosto,8,2025,845,752,6,95,1698,BECERRA,2025-08
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Septiembre,9,2025,858,754,6,97,1715,BECERRA,2025-09
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Octubre,10,2025,873,768,6,95,1742,BECERRA,2025-10
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Noviembre,11,2025,877,774,6,96,1753,BECERRA,2025-11
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Diciembre,12,2025,882,778,6,98,1764,BECERRA,2025-12
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Enero,1,2026,890,786,6,101,1783,BECERRA,2026-01
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Febrero,2,2026,894,790,6,101,1791,BECERRA,2026-02
"Cooperativa de Ahorro y Crédito Becerra, Limitada (COPACREBEL)",Marzo,3,2026,895,803,6,104,1808,BECERRA,2026-03
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Marzo,3,2019,17139,17925,19,2338,37421,CACEENP,2019-03
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Junio,6,2019,17947,18587,21,2547,39102,CACEENP,2019-06
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Septiembre,9,2019,18887,19351,21,2628,40887,CACEENP,2019-09
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Diciembre,12,2019,15878,16827,19,2193,34917,CACEENP,2019-12
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Marzo,3,2020,19220,19693,67,16844,55824,CACEENP,2020-03
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Junio,6,2020,20088,20497,2772,22,43379,CACEENP,2020-06
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Septiembre,9,2020,20213,20559,2775,22,43569,CACEENP,2020-09
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Diciembre,12,2020,20538,20903,21,2817,44279,CACEENP,2020-12
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Marzo,3,2021,20400,20807,22,2833,44062,CACEENP,2021-03
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Junio,6,2021,21417,21543,21,2837,45818,CACEENP,2021-06
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Septiembre,9,2021,23424,22441,21,2919,48805,CACEENP,2021-09
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Marzo,3,2022,25431,23338,22,3001,51792,CACEENP,2022-03
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Abril,4,2022,25847,23640,22,3015,52524,CACEENP,2022-04
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Mayo,5,2022,24878,22645,23,3015,50561,CACEENP,2022-05
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Junio,6,2022,25269,22998,23,3050,51340,CACEENP,2022-06
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Julio,7,2022,25633,23280,23,3079,52015,CACEENP,2022-07
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Agosto,8,2022,25838,23478,23,3099,52438,CACEENP,2022-08
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Septiembre,9,2022,26024,23611,23,3140,52798,CACEENP,2022-09
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Octubre,10,2022,26185,23650,23,3154,53012,CACEENP,2022-10
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Noviembre,11,2022,26258,23537,23,3155,52973,CACEENP,2022-11
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Diciembre,12,2022,24288,21389,22,2585,48284,CACEENP,2022-12
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Enero,1,2023,22313,19938,21,2579,44851,CACEENP,2023-01
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Febrero,2,2023,22313,19938,21,2579,44851,CACEENP,2023-02
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Marzo,3,2023,26024,23611,23,3140,52798,CACEENP,2023-03
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Abril,4,2023,22806,20695,21,2633,46155,CACEENP,2023-04
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Mayo,5,2023,23063,20969,20,2649,46701,CACEENP,2023-05
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Junio,6,2023,23196,21155,20,2655,47026,CACEENP,2023-06
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Julio,7,2023,23252,21285,20,2668,47225,CACEENP,2023-07
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Agosto,8,2023,23373,21445,21,2688,47527,CACEENP,2023-08
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Septiembre,9,2023,23353,21512,20,2719,47604,CACEENP,2023-09
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Octubre,10,2023,23399,21590,21,2725,47735,CACEENP,2023-10
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Noviembre,11,2023,23497,21669,20,2739,47925,CACEENP,2023-11
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Diciembre,12,2023,23536,21779,20,2764,48099,CACEENP,2023-12
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Enero,1,2024,23660,21991,21,2765,48437,CACEENP,2024-01
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Febrero,2,2024,23817,22251,21,2734,48823,CACEENP,2024-02
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Marzo,3,2024,21647,20080,21,2451,44199,CACEENP,2024-03
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Abril,4,2024,21783,20300,21,2464,44568,CACEENP,2024-04
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Mayo,5,2024,22081,20557,22,2473,45133,CACEENP,2024-05
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Junio,6,2024,22295,20759,23,2496,45573,CACEENP,2024-06
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Julio,7,2024,20995,22567,23,2528,46113,CACEENP,2024-07
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Agosto,8,2024,22796,21156,23,2532,46507,CACEENP,2024-08
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Septiembre,9,2024,22705,21141,24,2547,46417,CACEENP,2024-09
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Octubre,10,2024,22811,21175,24,2567,46577,CACEENP,2024-10
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Noviembre,11,2024,22951,21398,24,2567,46940,CACEENP,2024-11
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Diciembre,12,2024,22931,21401,24,2550,46906,CACEENP,2024-12
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Enero,1,2025,23186,21488,22,2574,47270,CACEENP,2025-01
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Febrero,2,2025,23118,21394,22,2578,47112,CACEENP,2025-02
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Marzo,3,2025,23258,21539,22,2588,47407,CACEENP,2025-03
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Abril,4,2025,23370,21674,22,2586,47652,CACEENP,2025-04
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Mayo,5,2025,19791,21506,22,2353,43672,CACEENP,2025-05
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Junio,5,2025,21758,20175,22,2372,44327,CACEENP,2025-05
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Julio,7,2025,22050,20598,22,2379,45049,CACEENP,2025-07
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Agosto,8,2025,22257,20775,22,2387,45441,CACEENP,2025-08
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Septiembre,9,2025,22280,20924,22,2320,45546,CACEENP,2025-09
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Octubre,10,2025,21878,20504,22,2330,44734,CACEENP,2025-10
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Noviembre,11,2025,21898,20484,20,2334,44736,CACEENP,2025-11
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Diciembre,12,2025,21609,20170,20,2270,44069,CACEENP,2025-12
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Enero,1,2026,21837,20381,20,2295,44533,CACEENP,2026-01
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Febrero,2,2026,21882,20466,20,2316,44684,CACEENP,2026-02
"Cooperativa de Ahorro y Crédito CACEENP, Limitada",Marzo,3,2026,21937,20550,20,2323,44830,CACEENP,2026-03
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Marzo,3,2019,2446,4969,2,369,7786,CACEINTOL,2019-03
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Junio,6,2019,2381,4709,5,21,7116,CACEINTOL,2019-06
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Septiembre,9,2019,2331,4578,2,358,7269,CACEINTOL,2019-09
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Diciembre,12,2019,2340,4879,2,357,7578,CACEINTOL,2019-12
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Marzo,3,2020,2336,4529,5,345,7215,CACEINTOL,2020-03
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Junio,6,2020,2228,4384,324,5,6941,CACEINTOL,2020-06
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Septiembre,9,2020,2234,4377,328,5,6944,CACEINTOL,2020-09
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Diciembre,12,2020,2897,5636,7,695,9235,CACEINTOL,2020-12
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Marzo,3,2021,2304,4454,4,331,7093,CACEINTOL,2021-03
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Junio,6,2021,2306,4446,3,341,7096,CACEINTOL,2021-06
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Septiembre,9,2021,,,,,0,CACEINTOL,2021-09
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Marzo,3,2022,2413,4590,3,392,7398,CACEINTOL,2022-03
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Abril,4,2022,2437,4630,3,389,7459,CACEINTOL,2022-04
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Mayo,5,2022,2436,4645,3,402,7486,CACEINTOL,2022-05
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Junio,6,2022,2462,4691,3,399,7555,CACEINTOL,2022-06
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Julio,7,2022,2498,4736,3,399,7636,CACEINTOL,2022-07
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Agosto,8,2022,2553,4810,3,408,7774,CACEINTOL,2022-08
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Septiembre,9,2022,2566,4859,4,409,7838,CACEINTOL,2022-09
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Octubre,10,2022,2582,4892,4,409,7887,CACEINTOL,2022-10
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Noviembre,11,2022,4931,2593,4,412,7940,CACEINTOL,2022-11
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Diciembre,12,2022,2600,4950,4,418,7972,CACEINTOL,2022-12
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Enero,1,2023,2641,4999,4,408,8052,CACEINTOL,2023-01
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Febrero,2,2023,2641,4999,4,408,8052,CACEINTOL,2023-02
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Marzo,3,2023,2629,4958,6,381,7974,CACEINTOL,2023-03
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Abril,4,2023,2641,4986,6,377,8010,CACEINTOL,2023-04
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Mayo,5,2023,2659,5002,6,380,8047,CACEINTOL,2023-05
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Junio,6,2023,2677,5021,6,363,8067,CACEINTOL,2023-06
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Julio,7,2023,2691,5025,6,363,8085,CACEINTOL,2023-07
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Agosto,8,2023,2713,5039,6,360,8118,CACEINTOL,2023-08
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Septiembre,9,2023,2749,5114,6,366,8235,CACEINTOL,2023-09
"Cooperativa de Ahorro y Crédito Empleados de la Salud, Limitada (CACEINTOL)",Octubre,10,2023,2745,5161,6,373,8285,CACEINTOL,2023-10
