COOPERATIVA,MES#,AÑO,INGRESOS,Productos Financieros,Productos x Servicios,Otros Productos,Ingresos Anteriores,EGRESOS,Gastos Financieros,Gastos de Administracion,Otros Gastos,Gastos Anteriores,EXCEDENTES
FE Y ESPERANZA,10,2020,18108281,17737264,94700,276317,0,17425533,4466393,12959140,0,0,682748
FE Y ESPERANZA,11,2020,20605730,20207391,104800,293539,0,19248283,5041957,14206326,0,0,1357447
FE Y ESPERANZA,12,2020,23606522,23187574,114450,304498,0,22504523,5642835,16861688,0,0,1101999
FE Y ESPERANZA,1,2021,2777026,2705419,11950,59657,0,1628216,580959,1047257,0,0,1148810
FE Y ESPERANZA,2,2021,5699413,5302439,21800,375174,0,3213101,1169284,2043817,0,0,2486312
FE Y ESPERANZA,3,2021,8176067,8002253,24450,149364,0,5674247,1770512,3903735,0,0,2501820
FE Y ESPERANZA,4,2021,10844104,10654641,27650,161813,0,7759128,2382487,5374941,1700,0,3084976
FE Y ESPERANZA,5,2021,14265742,14061495,32200,172047,0,9671424,3023583,6646141,1700,0,4594318
FE Y ESPERANZA,6,2021,17028086,16809373,35300,183413,0,11723487,3806469,7915318,1700,0,5304599
FE Y ESPERANZA,7,2021,19939644,19709912,37800,191932,0,13802231,4446822,9338730,16679,0,6137413
FE Y ESPERANZA,8,2021,22859193,22459779,40800,358614,0,16085321,5167819,10898683,18819,0,6773872
FE Y ESPERANZA,9,2021,25645315,25226386,43450,375479,0,18552923,5877548,12655056,20319,0,7092392
FE Y ESPERANZA,10,2021,28634255,28189360,46550,398345,0,20817054,6670316,14124919,21819,0,7817201
FE Y ESPERANZA,11,2021,32020375,31355746,50450,614179,0,23485890,7634974,15827597,23319,0,8534485
FE Y ESPERANZA,12,2021,35187116,34493645,51950,641521,0,26599824,8672134,17902346,25344,0,8587292
FE Y ESPERANZA,1,2022,2881263,2824700,2650,32748,21165,1995456,662960,1330496,2000,0,885807
FE Y ESPERANZA,2,2022,6004886,5908887,6850,59517,29632,4268830,1655951,2609379,3500,0,1736056
FE Y ESPERANZA,3,2022,8982034,8850183,10600,80652,40599,7708435,2579682,5123753,5000,0,1273599
FE Y ESPERANZA,4,2022,12580821,11937575,13700,96079,533467,10876043,3542527,7327016,6500,0,1704778
FE Y ESPERANZA,5,2022,15704875,14972175,17450,107294,607956,13946276,4459408,9480368,6500,0,1758599
FE Y ESPERANZA,6,2022,18713255,17958776,21400,116656,616423,16566728,5328421,11228807,9500,0,2146527
FE Y ESPERANZA,7,2022,21739052,20955213,27000,131850,624989,19759241,6257547,13490694,11000,0,1979811
FE Y ESPERANZA,8,2022,25047642,24234056,30450,145280,637856,22964195,7251462,15700233,12500,0,2083447
FE Y ESPERANZA,9,2022,28472730,27599869,33550,161488,677823,26351863,7984582,18353281,14000,0,2120867
FE Y ESPERANZA,10,2022,31919046,31025461,36350,173345,683890,29466982,8991509,20459973,15500,0,2452064
FE Y ESPERANZA,11,2022,35180498,34249039,40250,192352,698857,32813488,10170574,22625786,17128,0,2367010
FE Y ESPERANZA,12,2022,40927105,37545362,43400,233109,3105234,36061220,11282123,24759944,19153,0,4865885
FE Y ESPERANZA,1,2023,3320577,3270627,4800,29684,15466,2267011,718103,1547408,1500,0,1053566
FE Y ESPERANZA,2,2023,6668541,6574313,8900,58395,26933,5874942,2161019,3701073,12850,0,793599
FE Y ESPERANZA,3,2023,9966903,9834535,13250,78457,40661,10406016,2923893,7467773,14350,0,-439113
FE Y ESPERANZA,4,2023,13137132,12969822,16000,103183,48127,14311163,4265321,10023767,22075,0,-1174031
FE Y ESPERANZA,5,2023,16967682,16760530,19200,121358,66594,16962128,5129961,11808592,23575,0,5554
FE Y ESPERANZA,6,2023,20182237,19933534,30500,145109,73094,20160722,6309483,13825264,25975,0,21515
FE Y ESPERANZA,7,2023,23576393,23296224,34500,162175,83494,23528247,7320247,16180525,27475,0,48146
FE Y ESPERANZA,8,2023,26884353,26565361,46900,178031,94061,26883805,8122627,18716781,44397,0,548
FE Y ESPERANZA,9,2023,30890065,30509658,51600,194596,134211,30479920,9310094,21123929,45897,0,410145
FE Y ESPERANZA,10,2023,34484275,33874105,54250,408867,147053,34144678,10299441,23654175,191062,0,339597
FE Y ESPERANZA,11,2023,38021030,37381278,57800,418986,162966,37607446,11282805,26132079,192562,0,413584
FE Y ESPERANZA,12,2023,41958167,41290749,59250,424702,183466,40943234,12264732,28485940,192562,0,1014933
FE Y ESPERANZA,1,2024,3566852,3531829,7350,11172,16501,3147236,971298,2175938,0,0,419616
FE Y ESPERANZA,2,2024,6915046,6842954,10300,33464,28328,6488364,1952072,4536292,0,0,426682
FE Y ESPERANZA,3,2024,10237290,10135623,12950,52989,35728,9688702,2978840,6702248,0,7614,548588
FE Y ESPERANZA,4,2024,13571434,13430172,16250,66977,58035,13681472,3993167,9680691,0,7614,-110038
FE Y ESPERANZA,5,2024,16993208,16754266,21200,77639,140103,17564308,5001698,12554996,0,7614,-571100
FE Y ESPERANZA,6,2024,20513299,20225411,24900,88125,174863,20939928,5970966,14961348,0,7614,-426629
FE Y ESPERANZA,7,2024,24664204,23838473,27000,109227,689504,24586847,6950840,17628393,0,7614,77357
FE Y ESPERANZA,8,2024,28475476,27534244,30150,122386,788696,27989453,7917471,20062309,2059,7614,486023
FE Y ESPERANZA,9,2024,32321632,31296357,32500,130869,861906,31753313,8873907,22869733,2059,7614,568319
FE Y ESPERANZA,10,2024,35499792,34435002,36350,142209,886231,35033334,9846640,25177021,2059,7614,466458
FE Y ESPERANZA,11,2024,39320150,37762767,38800,604710,913873,39151619,10849840,28292106,2059,7614,168531
FE Y ESPERANZA,12,2024,43787678,42172787,39850,627711,947330,43126692,11850422,31261164,7492,7614,660986
FE Y ESPERANZA,1,2025,3479351,3449012,3800,5629,20910,3230332,995864,2222393,950,11125,249019
FE Y ESPERANZA,2,2025,6761690,6674819,7350,38244,41277,6348616,1913599,4422231,950,11836,413074
FE Y ESPERANZA,3,2025,10034916,9860905,9700,66521,97790,11014465,2868643,8127180,950,17692,-979549
FE Y ESPERANZA,4,2025,13489587,13286745,11950,75384,115508,14991331,3872946,11098255,950,19180,-1501744
FE Y ESPERANZA,5,2025,16599134,16345557,16050,90699,146828,19164989,4880794,14256878,8137,19180,-2565855
FE Y ESPERANZA,6,2025,20791093,20422472,110300,66173,192148,22760136,5862654,16861892,16410,19180,-1969043
FE Y ESPERANZA,7,2025,24203605,23747308,113450,97500,245347,26165882,6884378,19234090,28234,19180,-1962277
FE Y ESPERANZA,8,2025,28111941,27625427,116300,111047,259167,29911011,7914100,21949497,28234,19180,-1799070
FE Y ESPERANZA,9,2025,32027288,31436553,158200,123586,308949,32914534,8909504,23957021,28829,19180,-887246
FE Y ESPERANZA,10,2025,35870927,34980564,140100,413400,336863,36098933,9910848,26140076,28829,19180,-228006
FE Y ESPERANZA,11,2025,39534279,38540220,141900,451696,400463,39652589,10892100,28712480,28829,19180,-118310
FE Y ESPERANZA,12,2025,44368631,42497939,143600,1153589,573503,43486108,11876804,31567969,31167,10168,882523
FE Y ESPERANZA,1,2026,3552798,3492296,1950,15265,43287,2864441,944096,1915491,0,4854,688357
FE Y ESPERANZA,2,2026,7266579,6908861,8850,70688,278180,6733453,1872954,4850325,1997,8177,533126
FE Y ESPERANZA,3,2026,10990800,10518635,16850,92640,362674,10375060,2844541,7520345,1997,8177,615739
FINACOOP,1,2019,3526785,3495941,30844,0,0,3725066,1036767,2683239,0,5060,-198281
FINACOOP,2,2019,7971480,7427660,111168,432652,0,7524675,1999224,5520470,0,4981,446805
FINACOOP,3,2019,11804820,11177885,194283,432652,0,11474706,2991934,8564129,0,-81357,330114
FINACOOP,4,2019,15382838,14646151,304035,432652,0,15155381,3946813,11247990,0,-39422,227457
FINACOOP,5,2019,15829517,15464744,284405,80368,0,18424780,4613353,13700761,0,110666,-2595263
FINACOOP,6,2019,22699847,21814800,452395,432652,0,22427258,5842673,16613885,0,-29300,272589
FINACOOP,7,2019,26305130,25230162,642316,432652,0,26563046,6823422,19763863,0,-24239,-257916
FINACOOP,8,2019,29896055,28774463,688940,432652,0,30646376,7763551,22888488,13515,-19178,-750321
FINACOOP,9,2019,33552266,32304208,735214,512844,0,34508017,8706428,25802191,13515,-14117,-955751
FINACOOP,10,2019,37236396,35731455,782530,722411,0,38547132,9638771,28908963,13515,-14117,-1310736
FINACOOP,11,2019,43149530,40369503,821568,1958459,0,42398306,10549342,31849566,13515,-14117,751224
FINACOOP,12,2019,46546964,43738523,849982,1958459,0,46239687,11468536,34771753,13515,-14117,307277
FINACOOP,1,2020,3405614,3354403,51211,0,0,3781102,916693,2842142,0,22267,-375488
FINACOOP,2,2020,6695121,6582552,112201,368,0,7486440,1831145,5610928,0,44367,-791319
FINACOOP,3,2020,10108071,9896964,210739,368,0,11215662,2700705,8448491,0,66466,-1107591
FINACOOP,4,2020,13578606,13254583,243655,80368,0,14775811,3630749,11056496,0,88566,-1197205
FINACOOP,5,2020,15829517,15464744,284405,80368,0,18424780,4613353,13700761,0,110666,-2595263
FINACOOP,6,2020,18890335,18413046,396921,80368,0,21886038,5557090,16196183,0,132765,-2995703
FINACOOP,7,2020,22035895,21426456,510990,98449,0,25488585,6533081,18800639,0,154865,-3452690
FINACOOP,8,2020,0,0,0,0,0,0,0,0,0,0,0
FINACOOP,10,2020,32207102,31102164,813512,291426,0,36229194,9297955,26555657,0,375582,-4022092
FINACOOP,11,2020,35302574,34120052,891096,291426,0,39817478,10233861,29185600,0,398017,-4514904
FINACOOP,12,2020,38553419,37119748,988279,445392,0,42980702,11196151,31694158,0,90393,-4427283
FINACOOP,1,2021,3439561,3310203,39216,90142,0,3530140,973755,2556385,0,0,-90579
FINACOOP,2,2021,6912373,6574688,101315,236370,0,7181896,1972126,5209770,0,0,-269523
FINACOOP,3,2021,11215038,10579849,213215,421974,0,11078066,2974109,8103957,0,0,136972
FINACOOP,4,2021,15639781,14910027,307780,421974,0,14972466,3973294,10974131,25041,0,667315
FINACOOP,5,2021,19949222,18666764,341954,940504,0,19679989,5049573,13958869,671547,0,269233
FINACOOP,6,2021,24154293,22799255,414534,940504,0,23877674,6141706,17035380,696588,4000,276619
FINACOOP,7,2021,28015250,26452158,518813,1044279,0,27771201,7282340,19763231,721630,4000,244049
FINACOOP,8,2021,31925849,30150662,582902,1192285,0,31611399,8353703,22507024,746672,4000,314450
FINACOOP,9,2021,35848153,33997520,658348,1192285,0,35320822,9410280,25134829,771713,4000,527331
FINACOOP,10,2021,39885148,37886116,719747,1279285,0,39163346,10456686,27905905,796755,4000,721802
FINACOOP,11,2021,43753319,41691497,782537,1279285,0,43017080,11482777,30708507,821796,4000,736239
FINACOOP,12,2021,47911883,45753192,849520,1309171,0,47457129,12507033,34099258,846838,4000,454754
FINACOOP,1,2022,4342122,3858496,56609,427017,0,3841560,1047443,2794117,0,0,500562
FINACOOP,2,2022,7934931,7385857,122057,427017,0,7608952,2077131,5531821,0,0,325979
FINACOOP,3,2022,12113500,11429624,256859,427017,0,11507377,3034187,8473190,0,0,606123
FINACOOP,4,2022,15843540,15084763,331760,427017,0,15145396,3929058,11216338,0,0,698144
FINACOOP,5,2022,19836831,19024751,385063,427017,0,18923645,4798417,14125228,0,0,913186
FINACOOP,6,2022,23895949,22770913,449399,675637,0,22756559,5645428,17111131,0,0,1139390
FINACOOP,7,2022,27871898,26575594,511121,785183,0,26597987,6492069,20105918,0,0,1273911
FINACOOP,8,2022,31784277,30344793,565255,874229,0,30459598,7335424,23124174,0,0,1324679
FINACOOP,9,2022,35783446,34283665,625552,874229,0,34389918,8162781,26227137,0,0,1393528
FINACOOP,10,2022,39635362,38079098,682035,874229,0,38177394,8984549,29192845,0,0,1457968
FINACOOP,11,2022,43697512,42026186,778097,893229,0,43195552,9798453,33397099,0,0,501960
FINACOOP,12,2022,47732481,46002209,837043,893229,0,47088018,10616036,36471982,0,0,644463
FINACOOP,1,2023,4229977,4126723,82189,21065,0,4033207,860722,3166031,0,6454,196770
FINACOOP,2,2023,8181522,7817987,154498,206066,2971,7814075,1734171,6073450,0,6454,367447
FINACOOP,3,2023,12660302,12233734,217531,206066,2971,12062355,2617569,9438332,0,6454,597947
FINACOOP,4,2023,16762793,16276332,273424,206066,6971,15926383,3478170,12441759,0,6454,836410
FINACOOP,5,2023,20998360,20434944,330883,225562,6971,19940839,4344078,15590307,0,6454,1057521
FINACOOP,6,2023,25282988,24658947,391508,225562,6971,23970593,5186153,18777986,0,6454,1312395
FINACOOP,7,2023,29999204,29123548,519644,349041,6971,28436191,6033466,22394382,0,8343,1563013
FINACOOP,8,2023,34391799,33406003,580130,398695,6971,32672272,6859319,25804610,0,8343,1719527
FINACOOP,9,2023,39047406,37888875,640865,510695,6971,37070940,7679022,29377695,0,14223,1976466
FINACOOP,10,2023,43524125,42311200,695259,510695,6971,41395758,8646492,32735043,0,14223,2128367
FINACOOP,11,2023,47987074,46702438,766970,510695,6971,45650898,9514117,36121558,0,15223,2336176
FINACOOP,12,2023,52537080,51182026,837388,510695,6971,49940079,10392487,39532369,0,15223,2597001
FINACOOP,1,2024,4338762,4266325,72437,0,0,4302902,968180,3334722,0,0,35860
FINACOOP,2,2024,8676341,8533543,142798,0,0,8477575,1956211,6521364,0,0,198766
FINACOOP,3,2024,13128317,12924785,203532,0,0,12952604,2952075,10000529,0,0,175713
FINACOOP,4,2024,17650479,17370986,264576,14917,0,17511065,3999588,13511477,0,0,139414
FINACOOP,5,2024,22405898,21839558,324162,242178,0,21935375,5032282,16903093,0,0,470523
FINACOOP,6,2024,27170743,26504976,394729,242178,28860,26362585,6057981,20304604,0,0,808158
FINACOOP,7,2024,32121476,31217612,479376,395628,28860,31162701,7084609,24078092,0,0,958775
FINACOOP,8,2024,37134802,35817522,544000,744420,28860,35905203,8110792,27794411,0,0,1229599
FINACOOP,9,2024,41873802,40426047,660510,758385,28860,40578192,9160028,31418164,0,0,1295610
FINACOOP,10,2024,46513304,44997337,728722,758385,28860,45149112,10185254,34963858,0,0,1364192
FINACOOP,11,2024,51172314,49460845,807751,758385,145333,49538098,11220190,38317908,0,0,1634216
FINACOOP,12,2024,55825144,53819732,865612,994467,145333,53772437,12236437,41536000,0,0,2052707
FINACOOP,1,2025,4439833,4371755,68078,0,0,4814908,1040051,3774857,0,0,-375075
FINACOOP,2,2025,8632823,8478811,154012,0,0,9184452,2102802,7081650,0,0,-551629
FINACOOP,3,2025,13760404,13535674,224730,0,0,14011504,3201679,10809825,0,0,-251100
FINACOOP,4,2025,18737384,18429805,307579,0,0,18807535,4203159,14438748,165628,0,-70151
FINACOOP,5,2025,23810680,23317775,372905,120000,0,23492547,5189161,18137758,165628,0,318133
FINACOOP,6,2025,29022589,28462609,439980,120000,0,28177850,6174803,21837419,165628,0,844739
FINACOOP,7,2025,34114726,33415153,503142,196431,0,33095516,7198025,25731863,165628,0,1019210
FINACOOP,8,2025,39093883,38318163,579289,196431,0,37833235,8244762,29422845,165628,0,1260648
FINACOOP,9,2025,44339661,43446412,644752,196431,52066,42736547,9293825,33277094,165628,0,1603114
FINACOOP,10,2025,49255217,48296938,709782,196431,52066,47453357,10365405,36922324,165628,0,1801860
FINACOOP,11,2025,54371243,53330488,773802,207431,59522,52368204,11514325,40687701,165628,550,2003039
FINACOOP,12,2025,60239202,58435822,837139,318031,648210,58098185,12835573,44740263,521799,550,2141017
FINACOOP,1,2026,5224421,5107031,117390,0,0,5438043,1317422,4120621,0,0,-213622
FINACOOP,2,2026,10247405,9868138,181245,0,198022,10538994,2639319,7895260,0,4415,-291589
FINACOOP,3,2026,16265494,15582303,285166,135000,263024,16182930,3968470,12207561,0,6899,82563
FRATERNIDAD HONDURAS,7,2022,1354433,1118588,215737,6000,14108,3336182,721870,2613154,0,1158,-1981749
FRATERNIDAD HONDURAS,8,2022,1505259,1255517,233133,6000,10609,3752790,826142,2925490,0,1158,-2247531
FRATERNIDAD HONDURAS,9,2022,1644525,1374638,253278,6000,10609,4226425,932137,3293130,0,1158,-2581900
FRATERNIDAD HONDURAS,10,2022,1775525,1488831,270085,6000,10609,4649535,1034997,3613380,0,1158,-2874010
FRATERNIDAD HONDURAS,11,2022,1910571,1611977,281985,6000,10609,5060614,1137777,3921679,0,1158,-3150043
FRATERNIDAD HONDURAS,12,2022,2022288,1718633,287046,6000,10609,5677720,1237506,4439056,0,1158,-3655432
FRATERNIDAD HONDURAS,1,2023,113378,104575,8403,0,400,599486,96819,502667,0,0,-486108
FRATERNIDAD HONDURAS,2,2023,299443,273695,23548,0,2200,1014475,199546,814929,0,0,-715032
FRATERNIDAD HONDURAS,3,2023,464448,374331,85917,0,4200,1432693,301801,1130892,0,0,-968245
FRATERNIDAD HONDURAS,4,2023,612125,478868,112357,20900,0,1876487,403845,1472642,0,0,-1264362
FRATERNIDAD HONDURAS,5,2023,735655,576530,133525,25600,0,2384104,511856,1872248,0,0,-1648449
FRATERNIDAD HONDURAS,7,2023,972691,770810,173281,28600,0,3349250,723519,2625731,0,0,-2376559
FRATERNIDAD HONDURAS,8,2023,1097054,865778,199776,31500,0,3776853,816833,2960020,0,0,-2679799
FRATERNIDAD HONDURAS,9,2023,1230322,986675,209047,34600,0,4229743,914331,3315412,0,0,-2999421
FRATERNIDAD HONDURAS,10,2023,1349557,1071930,241827,35800,0,4618162,1031278,3586884,0,0,-3268605
FRATERNIDAD HONDURAS,12,2023,1691054,1388154,263132,39768,0,5617179,1235439,4381740,0,0,-3926125
FRATERNIDAD HONDURAS,1,2024,95859,87115,8743,0,1,584050,108411,475639,0,0,-488191
FRATERNIDAD HONDURAS,2,2024,167305,149759,17545,0,1,928156,201321,726835,0,0,-760851
FRATERNIDAD HONDURAS,3,2024,253914,213969,39944,0,1,1296058,277889,1018169,0,0,-1042144
FRATERNIDAD PESPIRENSE,1,2019,14208803,13596412,38811,231535,342045,13399016,5957681,7411182,0,30153,809787
FRATERNIDAD PESPIRENSE,2,2019,28300445,26919650,354446,577701,448648,26419739,11917532,14471300,0,30907,1880706
FRATERNIDAD PESPIRENSE,3,2019,43853929,40994612,404509,896330,1558478,40353787,17871161,22451719,0,30907,3500142
FRATERNIDAD PESPIRENSE,4,2019,57687989,54455544,456908,1124401,1651136,53322710,23882914,29408189,0,31607,4365279
FRATERNIDAD PESPIRENSE,5,2019,67758039,61686797,159279,591678,5320285,65380734,26531973,38810713,0,38048,2377305
FRATERNIDAD PESPIRENSE,6,2019,87946200,82994297,554427,2553358,1844118,80852502,35495753,45325142,0,31607,7093698
FRATERNIDAD PESPIRENSE,7,2019,102765623,97289847,661410,2861021,1953345,94342138,41095177,53215354,0,31607,8423485
FRATERNIDAD PESPIRENSE,8,2019,117368451,111429382,713348,3137065,2088656,107666410,46674832,60959971,0,31607,9702041
FRATERNIDAD PESPIRENSE,9,2019,132310605,125756758,758692,3333078,2462077,120934165,52228308,68674250,0,31607,11376440
FRATERNIDAD PESPIRENSE,10,2019,147565490,140277497,797188,3497207,2993598,133918018,57800178,76086233,0,31607,13647472
FRATERNIDAD PESPIRENSE,11,2019,182307149,170751024,2006229,4015847,5534049,171949002,68853757,102168853,668781,257611,10358147
FRATERNIDAD PESPIRENSE,12,2019,182307149,170751024,2006229,4015847,5534049,171949002,68853757,102168853,668781,257611,10358147
FRATERNIDAD PESPIRENSE,1,2020,16056546,14151040,34676,155755,1715075,14428988,5486956,8919637,0,22395,1627558
FRATERNIDAD PESPIRENSE,2,2020,32839241,28248762,78676,323299,4188504,28351238,10929743,17384991,0,36504,4488003
FRATERNIDAD PESPIRENSE,3,2020,44502660,39553232,113044,480243,4356141,41277055,16178937,25061614,0,36504,3225605
FRATERNIDAD PESPIRENSE,4,2020,55594812,49905178,137617,539074,5012943,53632615,21378904,32217207,0,36504,1962197
FRATERNIDAD PESPIRENSE,5,2020,67758039,61686797,159279,591678,5320285,65380734,26531973,38810713,0,38048,2377305
FRATERNIDAD PESPIRENSE,6,2020,80064546,73745223,240250,664876,5414197,77355333,31893193,45406408,0,55732,2709213
FRATERNIDAD PESPIRENSE,7,2020,93994920,87145488,269009,731952,5848471,88528495,36619197,51852598,56700,0,5466425
FRATERNIDAD PESPIRENSE,8,2020,108953768,101765791,301277,885596,6001104,99961234,41362926,58541162,0,57146,8992534
FRATERNIDAD PESPIRENSE,9,2020,122780049,114864206,602992,1070144,6242707,111120381,46105370,64957865,0,57146,11659668
FRATERNIDAD PESPIRENSE,10,2020,136327872,127976847,672257,1236200,6442568,122613162,50905244,71650772,0,57146,13714710
FRATERNIDAD PESPIRENSE,11,2020,150418463,140249370,723664,1510451,7934978,134415897,55712580,78646171,0,57146,16002566
FRATERNIDAD PESPIRENSE,12,2020,165443729,154482793,833625,2033308,8094003,156432693,60527974,95847573,0,57146,9011036
FRATERNIDAD PESPIRENSE,1,2021,13399103,13120794,41868,88964,147477,11763317,4849763,6911304,0,2250,1635786
FRATERNIDAD PESPIRENSE,2,2021,27742383,26661933,91707,354578,634165,24398039,9672594,14720952,0,4493,3344344
FRATERNIDAD PESPIRENSE,3,2021,42823818,41110932,152287,686007,874592,37058524,14500721,22549983,0,7820,5765294
FRATERNIDAD PESPIRENSE,4,2021,57857349,54931987,206331,978187,1740844,49567916,19349608,30206624,0,11684,8289433
FRATERNIDAD PESPIRENSE,5,2021,71707953,68034896,270377,1304939,2097741,61885409,24253340,37620385,0,11684,9822544
FRATERNIDAD PESPIRENSE,6,2021,85363113,81045006,424489,1558836,2334782,74091499,29181425,44895699,0,14375,11271614
FRATERNIDAD PESPIRENSE,7,2021,100956230,95838346,574829,2023994,2519061,86644277,32724753,53903782,0,15742,14311953
FRATERNIDAD PESPIRENSE,8,2021,114297607,108478633,626393,2408265,2784316,98278377,36246305,62016295,0,15777,16019230
FRATERNIDAD PESPIRENSE,9,2021,127338150,120899866,718145,2775151,2944988,110542758,39798637,70728344,0,15777,16795392
FRATERNIDAD PESPIRENSE,10,2021,140397159,133119705,839180,3370496,3067778,122984818,43368703,79599764,0,16351,17412341
FRATERNIDAD PESPIRENSE,11,2021,153395848,145368590,940162,3862683,3224413,134433894,46920188,87497355,0,16351,18961954
FRATERNIDAD PESPIRENSE,12,2021,169859048,158665203,1111330,4582427,5500088,158288156,50486546,107780614,0,20996,11570892
FRATERNIDAD PESPIRENSE,1,2022,12928337,12325374,37552,455938,109473,10979684,3598947,7353853,0,26884,1948653
FRATERNIDAD PESPIRENSE,2,2022,25823235,24589409,85933,975732,172161,22594035,7226377,15332299,0,35359,3229200
FRATERNIDAD PESPIRENSE,3,2022,40661305,38327529,137469,1430799,765508,34948308,10878618,23923968,0,145722,5712997
FRATERNIDAD PESPIRENSE,4,2022,54065194,51137698,184828,1848178,894490,47134941,14610385,32375782,0,148774,6930253
FRATERNIDAD PESPIRENSE,5,2022,68023093,64204703,232376,2496858,1089156,58743765,18378346,40189457,0,175962,9279328
FRATERNIDAD PESPIRENSE,6,2022,82195061,77455378,526936,3039034,1173713,70431247,22166638,48088570,0,176039,11763814
FRATERNIDAD PESPIRENSE,7,2022,96857437,91401265,618283,3600865,1237024,82986233,26015295,56791899,0,179039,13871204
FRATERNIDAD PESPIRENSE,8,2022,111147379,104916381,704689,4019595,1506714,95203969,29870409,65151809,0,181751,15943410
FRATERNIDAD PESPIRENSE,9,2022,126472443,118434549,842797,4859012,2336085,106576537,33716262,72678524,0,181751,19895906
FRATERNIDAD PESPIRENSE,10,2022,140426511,132005412,949387,5030314,2441398,118394270,37585692,80626827,0,181751,22032241
FRATERNIDAD PESPIRENSE,11,2022,154319650,145412811,1033745,5327527,2545567,130293727,41493151,88618825,0,181751,24025923
FRATERNIDAD PESPIRENSE,12,2022,169329358,159867584,1106041,5716070,2639663,158318940,45380958,112754587,0,183395,11010418
FRATERNIDAD PESPIRENSE,1,2023,14385136,13929342,58711,219902,177181,12552850,3936278,8616572,0,0,1832286
