COOPERATIVA,MES#,AÑO,INGRESOS,Productos Financieros,Productos x Servicios,Otros Productos,Ingresos Anteriores,EGRESOS,Gastos Financieros,Gastos de Administracion,Otros Gastos,Gastos Anteriores,EXCEDENTES
PINALEJO,6,2019,13957647,13856637,101010,0,0,13945579,3870328,9831809,243214,228,12068
PINALEJO,7,2019,16383719,16255821,127898,0,0,16368662,4491978,11570707,305749,228,15057
PINALEJO,8,2019,18575515,18432741,142774,0,0,18567671,5101134,13079504,386805,228,7844
PINALEJO,9,2019,20194102,20039792,154310,0,0,20192415,5721015,14385661,85511,228,1687
PINALEJO,10,2019,22103575,21937835,165740,0,0,22092743,6328741,15675542,88232,228,10832
PINALEJO,11,2019,24156351,23978728,177623,0,0,24148977,6974178,17083715,90856,228,7374
PINALEJO,12,2019,26118812,25865192,253620,0,0,26105296,7631846,18365132,102161,6157,13516
PINALEJO,1,2020,2025669,2011141,14528,0,0,1998735,671260,1320285,4258,2932,26934
PINALEJO,2,2020,3868829,3784076,57082,0,27671,3867060,1365629,2406583,47388,47460,1769
PINALEJO,3,2020,5654732,5554047,73014,0,27671,5651063,2052796,3502940,47867,47460,3669
PINALEJO,4,2020,8061484,7105839,85663,0,869982,8048831,2724641,5217539,51330,55321,12653
PINALEJO,5,2020,9751913,8770246,108882,0,872785,9744316,3400821,6226958,60553,55984,7597
PINALEJO,6,2020,11522609,10522689,124946,0,874974,11509512,4051199,7272577,61679,124057,13097
PINALEJO,7,2020,15577538,14534711,144897,0,897930,15540575,4627893,10610351,64477,237854,36963
PINALEJO,8,2020,17402132,16331841,170539,0,899752,17364969,5201973,11823470,69579,269947,37163
PINALEJO,10,2020,21778696,20651147,218304,0,909245,21717051,6331450,14468257,79564,837780,61645
PINALEJO,11,2020,23487301,22234180,244176,0,1008945,23447120,6891194,15634463,82630,838833,40181
PINALEJO,12,2020,25917838,24623169,282823,1100,1010746,25870764,7464602,17031988,84189,1289985,47074
PINALEJO,1,2021,1722628,1678694,28465,0,15469,1719998,572798,1136276,6563,4361,2630
PINALEJO,2,2021,3562211,3499389,45102,0,17720,3552131,1156449,2224863,13268,157551,10080
PINALEJO,3,2021,5632255,5522847,83382,2752,23274,5611833,1716003,3522106,24290,349434,20422
PINALEJO,4,2021,7385942,7269735,90181,2752,23274,7374424,2271431,4720061,32194,350738,11518
PINALEJO,5,2021,9271104,9133782,96746,17302,23274,9261133,2829818,5841237,34002,556076,9971
PINALEJO,6,2021,11393601,11216338,113197,17852,46214,11380657,3409481,7133233,36031,801912,12944
PINALEJO,7,2021,13288077,13086312,131148,18403,52214,13277656,3984993,8400283,38076,854304,10421
PINALEJO,8,2021,15057270,14789744,151970,26603,88953,15050878,4543439,9548306,43094,916039,6392
PINALEJO,9,2021,17047804,16657198,175380,126273,88953,17027214,5068843,10935443,44628,978300,20590
PINALEJO,10,2021,18984614,18452195,195186,248280,88953,18960216,5577807,12254175,64947,1063287,24398
PINALEJO,11,2021,21474273,20658416,229423,497481,88953,21429863,6047001,14138487,73814,1170561,44410
PINALEJO,12,2021,23324021,22382646,260780,585100,95495,23308095,6497942,15458570,85466,1266117,15926
PINALEJO,1,2022,1796027,1662152,26376,107499,0,1782209,448962,1225561,8962,98724,13818
PINALEJO,2,2022,3509925,3297014,36192,174019,2700,3499920,929151,2344437,52954,173378,10005
PINALEJO,3,2022,5360871,4971717,46594,302737,39823,5348267,1393260,3683030,20522,251455,12604
PINALEJO,4,2022,7144298,6562219,60673,481583,39823,7130313,1862981,4918468,21727,327137,13985
PINALEJO,5,2022,8835098,8191960,76914,526401,39823,8824577,2318474,6080533,50791,374779,10521
PINALEJO,6,2022,10447559,9781692,94715,531329,39823,10385991,2818859,7122676,69588,374868,61568
PINALEJO,7,2022,13399285,12255207,141104,717523,285451,13299088,3280003,9497080,77277,444728,100197
PINALEJO,8,2022,15258058,13988479,154258,829870,285451,15152552,3874894,10743261,89669,444728,105506
PINALEJO,9,2022,17011775,15627880,173314,925130,285451,16898729,4300646,12053243,97852,446988,113046
PINALEJO,10,2022,18703850,17179014,187725,1051660,285451,18597326,4703628,13339017,107509,447172,106524
PINALEJO,11,2022,20513374,18852553,201682,1165317,293822,20412096,5136473,14713689,114762,447172,101278
PINALEJO,12,2022,22517233,20756768,224749,1241894,293822,22417171,5565822,16278640,122074,450635,100062
PINALEJO,1,2023,1496444,1407218,11520,54642,23064,1486756,419795,1045441,9360,12160,9688
PINALEJO,2,2023,4541931,3436501,16693,996047,92690,4488217,849395,3456402,10100,172320,53714
PINALEJO,3,2023,6227680,4827344,32426,1275220,92690,6177254,1273492,4718612,12830,172320,50426
PINALEJO,4,2023,7907757,6201682,42199,1545903,117973,7863710,1716436,5911641,25160,210473,44047
PINALEJO,5,2023,9727256,7857317,54916,1687880,127143,9608623,2164162,7123026,26045,295390,118633
PINALEJO,6,2023,11361223,9256936,64712,1836302,203273,11288025,2629794,8224321,32248,401662,73198
PINALEJO,7,2023,13580692,10830362,74401,2459898,216031,13428973,3091856,9731996,41090,564031,151719
PINALEJO,8,2023,16153058,12287169,85012,3564846,216031,16050268,3554215,11113235,54767,1328051,102790
PINALEJO,9,2023,18112145,13814641,95113,3986360,216031,17998385,4011478,12381854,62614,1542439,113760
PINALEJO,10,2023,20157079,15314365,105124,4521559,216031,20005011,4473608,13926060,62904,1542439,152068
PINALEJO,11,2023,21799502,16836444,113328,4631195,218535,21664148,4928158,15131171,62380,1542439,135354
PINALEJO,12,2023,23679518,18580135,121293,4754061,224029,23546301,5391724,17018476,58662,1077439,133217
PINALEJO,1,2024,1704261,1469006,8506,224604,2145,1695733,476459,1190482,8376,20416,8528
PINALEJO,2,2024,3373101,3059487,16685,293476,3453,3365539,956926,2326100,12096,70417,7562
PINALEJO,3,2024,4974135,4628257,24605,317820,3453,4961394,1463308,3412589,15080,70417,12741
PINALEJO,4,2024,7401879,6127234,33662,1237499,3484,7307752,1970766,4926346,19436,391204,94127
PINALEJO,5,2024,9046965,7689014,42593,1311874,3484,8949530,2473257,6064060,21009,391204,97435
PINALEJO,6,2024,10660869,9219282,54554,1383549,3484,10548649,2959992,7127628,21372,439657,112220
PINALEJO,7,2024,13313840,11010265,61952,2238139,3484,13175392,3471571,9082736,34058,587027,138448
PINALEJO,8,2024,14978966,12657921,70752,2246809,3484,14831520,3994220,10213215,37058,587027,147446
PINALEJO,9,2024,16732439,14301606,82646,2276697,71490,16561634,4496837,11367958,45650,651189,170805
PINALEJO,10,2024,21346688,16656373,97136,4414275,178904,21154402,5009233,14569936,74549,1500684,192286
PINALEJO,11,2024,23149014,18405277,119541,4445292,178904,23029036,5518783,15931888,75771,1502594,119978
PINALEJO,12,2024,25608905,20284045,144273,4831794,348793,25376556,6052222,17745352,76388,1502594,232349
PINALEJO,1,2025,1824520,1758029,13346,51301,1844,1817252,537948,1266797,4232,8275,7268
PINALEJO,2,2025,4812234,3795100,27546,956489,33099,4759019,1092077,3283370,12692,370880,53215
PINALEJO,3,2025,7080331,5836472,36734,1173465,33660,7016835,1677797,4951036,13511,374491,63496
PINALEJO,4,2025,9466318,7873825,61204,1497629,33660,9392414,2271531,6660561,32831,427491,73904
PINALEJO,5,2025,11562369,9935669,71894,1521036,33770,11477655,2882859,8102884,34478,457434,84714
PINALEJO,6,2025,13847827,12035655,84948,1693454,33770,13757771,3507374,9631467,84224,534706,90056
PINALEJO,7,2025,16954582,14300873,96531,2000681,556497,16853869,4142363,11731076,135210,845220,100713
PINALEJO,8,2025,19469635,16717495,104650,2035325,612165,19350921,4807863,13441236,186392,915430,118714
PINALEJO,9,2025,21753393,18967124,117573,2056531,612165,21627236,5473025,14999390,239391,915430,126157
PINALEJO,10,2025,24327623,21353080,130576,2229697,614270,24167925,6143266,16691266,290318,1043075,159698
PINALEJO,11,2025,26873034,23541946,138113,2401295,791680,26673606,6812314,18243166,341706,1276420,199428
PINALEJO,12,2025,29358419,25806945,177470,2566324,807680,29279139,7488099,20023618,392066,1375356,79280
PINALEJO,1,2026,2196173,2159615,11804,24384,370,2183650,699141,1357792,5916,120801,12523
PINALEJO,2,2026,4383268,4245439,20837,90182,26810,4368067,1416881,2733038,7061,211087,15201
PINALEJO,3,2026,6366028,6179614,30074,129529,26810,6364033,2144285,4000068,8593,211087,1993
EL PORVENIR,9,2021,0,0,0,0,0,0,0,0,0,0,0
EL PORVENIR,12,2021,7524032,7487947,36085,0,0,7153504,4162545,2990959,0,0,370528
EL PORVENIR,1,2022,807956,805956,2000,0,0,356670,131475,225195,0,0,451286
EL PORVENIR,2,2022,1353263,1349263,4000,0,0,629841,194325,435516,0,0,723422
EL PORVENIR,3,2022,1988090,1981590,6500,0,0,954425,297949,656476,0,0,1033665
EL PORVENIR,4,2022,2666533,2658033,8500,0,0,1323470,286341,1037129,0,0,1343063
EL PORVENIR,5,2022,3361845,3253252,11640,0,96953,1932546,407499,1474683,0,50364,1429299
EL PORVENIR,6,2022,3893726,3745008,51765,0,96953,3288042,1458608,1778670,0,50764,605684
EL PORVENIR,7,2022,5089514,4885173,59705,47683,96953,3857061,1762184,2044113,0,50764,1232453
EL PORVENIR,8,2022,5741843,5527087,68120,49683,96953,4885277,2559626,2274887,0,50764,856566
EL PORVENIR,9,2022,6905171,6673715,84820,49683,96953,5453800,2819831,2583205,0,50764,1451371
EL PORVENIR,10,2022,7543880,7304117,92740,50070,96953,6142948,3049625,3042559,0,50764,1400932
EL PORVENIR,11,2022,8188925,7940167,101735,50070,96953,6786963,3450682,3285517,0,50764,1401962
EL PORVENIR,12,2022,8865976,8612273,106680,50070,96953,8309236,3777099,4481373,0,50764,556740
EL PORVENIR,1,2023,876046,870251,5795,0,0,649437,400104,249333,0,0,226609
EL PORVENIR,2,2023,1500790,1487615,13175,0,0,1245273,754053,491220,0,0,255517
EL PORVENIR,3,2023,2250060,2198265,51795,0,0,1992674,1104674,888000,0,0,257386
EL PORVENIR,4,2023,2848589,2821409,27180,0,0,2686958,1454323,1232635,0,0,161631
EL PORVENIR,5,2023,3561074,3524199,36875,0,0,3298314,1827579,1470735,0,0,262760
EL PORVENIR,6,2023,4307316,4263046,44270,0,0,4011036,2186106,1824930,0,0,296280
EL PORVENIR,7,2023,5148550,5094415,54135,0,0,4693511,2612522,2080989,0,0,455039
EL PORVENIR,8,2023,6014379,5951604,62775,0,0,5380859,2865332,2515527,0,0,633520
EL PORVENIR,9,2023,6779427,6709847,69580,0,0,5978438,3127573,2850865,0,0,800989
EL PORVENIR,10,2023,7817165,7738730,78435,0,0,6598038,3383347,3214691,0,0,1219127
EL PORVENIR,11,2023,8743831,8654701,89130,0,0,7184882,3657537,3527345,0,0,1558949
EL PORVENIR,12,2023,9464544,9366204,98340,0,0,8072726,4136699,3936027,0,0,1391818
EL PORVENIR,1,2024,847735,838482,9253,0,0,585389,275975,309414,0,0,262346
EL PORVENIR,2,2024,1618678,1601692,16986,0,0,1155799,536638,619161,0,0,462879
EL PORVENIR,3,2024,2504395,2483574,20821,0,0,1931315,819161,1112154,0,0,573080
EL PORVENIR,4,2024,4663531,4637778,25753,0,0,2539187,1088107,1451080,0,0,2124344
EL PORVENIR,5,2024,5529196,5498657,30539,0,0,3300986,1348841,1952145,0,0,2228210
EL PORVENIR,6,2024,6452679,6417965,34714,0,0,4027035,1631860,2395175,0,0,2425644
EL PORVENIR,7,2024,7341691,7300722,40969,0,0,4693339,1900959,2792380,0,0,2648352
EL PORVENIR,8,2024,8294179,8244312,49867,0,0,5451746,2199056,3252690,0,0,2842433
EL PORVENIR,9,2024,9213202,9155594,57608,0,0,6234032,2503332,3730700,0,0,2979170
EL PORVENIR,10,2024,10148820,10076675,72145,0,0,6878676,2807566,4071110,0,0,3270144
EL PORVENIR,11,2024,11125537,11038069,87468,0,0,7526891,3082720,4444171,0,0,3598646
EL PORVENIR,12,2024,12107642,12011322,96320,0,0,8864374,3364482,5499892,0,0,3243268
EL PORVENIR,1,2025,1033379,1022726,10653,0,0,691566,327831,363735,0,0,341813
EL PORVENIR,2,2025,2227671,2207813,19858,0,0,1364152,609597,754555,0,0,863519
EL PORVENIR,3,2025,3462654,3316782,145872,0,0,2181515,904881,1276634,0,0,1281139
EL PORVENIR,4,2025,4537554,4380684,156870,0,0,2896382,1179148,1717234,0,0,1641172
EL PORVENIR,5,2025,5608198,5448397,159801,0,0,3679596,1469410,2210186,0,0,1928602
EL PORVENIR,6,2025,6662366,6503100,159266,0,0,4567204,1775216,2791988,0,0,2095162
EL PORVENIR,7,2025,7760525,7592974,167551,0,0,5371829,2090231,3281598,0,0,2388696
EL PORVENIR,8,2025,8886118,8695053,191065,0,0,6365113,2405720,3959393,0,0,2521005
EL PORVENIR,9,2025,10032860,9830624,202236,0,0,7358583,2716340,4642243,0,0,2674277
EL PORVENIR,10,2025,11216265,11008479,207786,0,0,8241640,3034647,5206993,0,0,2974625
EL PORVENIR,11,2025,12506740,12294450,212290,0,0,9108267,3357606,5750661,0,0,3398473
EL PORVENIR,12,2025,13704709,13484353,220356,0,0,10664251,3677440,6986811,0,0,3040458
EL PORVENIR,1,2026,1173105,1165335,7770,0,0,884997,327095,557902,0,0,288108
EL PORVENIR,2,2026,2294551,2285091,9460,0,0,1890888,667293,1223595,0,0,403663
EL PORVENIR,3,2026,3496227,3433818,62408,0,0,2981535,1001480,1980055,0,0,514691
CACSULACTA,1,2019,1187979,1079251,4000,104728,0,702674,517112,185562,0,0,485305
CACSULACTA,2,2019,2715401,2351377,8000,356024,0,1483356,1034225,449131,0,0,1232045
CACSULACTA,3,2019,3813213,3462372,12000,338841,0,2397897,1552323,845574,0,0,1415316
CACSULACTA,4,2019,5025336,4609840,16000,399496,0,3157673,2074393,1083280,0,0,1867663
CACSULACTA,5,2019,6006408,5525009,20000,461399,0,3870056,2593535,1276521,0,0,2136352
CACSULACTA,6,2019,1863562,1863562,0,0,0,1686478,943823,708143,34512,0,177084
CACSULACTA,7,2019,8591711,7949181,28000,614530,0,5158059,3637075,1520984,0,0,3433652
CACSULACTA,8,2019,9768375,9036122,32000,700253,0,5965497,4158519,1806978,0,0,3802878
CACSULACTA,9,2019,10981064,10131753,38500,810811,0,6670602,4683343,1987259,0,0,4310462
CACSULACTA,10,2019,12115140,11176301,42500,896339,0,7387866,5207216,2180650,0,0,4727274
CACSULACTA,11,2019,13268038,12244813,46500,976725,0,8101383,5731055,2370328,0,0,5166655
CACSULACTA,12,2019,14428219,13341296,39000,1047923,0,8990380,5890912,3099468,0,0,5437839
CACSULACTA,7,2020,7942036,7357679,28000,556357,0,4939597,3818029,1121568,0,0,3002439
CACSULACTA,8,2020,8913680,8283768,32000,597912,0,5658880,4381323,1277557,0,0,3254800
CACSULACTA,9,2020,10008813,9300023,36000,672790,0,6399036,4932255,1466781,0,0,3609777
CACSULACTA,10,2020,11152332,10284268,40000,828064,0,7093417,5485403,1608014,0,0,4058915
CACSULACTA,11,2020,12230526,11293411,40000,897115,0,8039302,6049000,1990302,0,0,4191224
CACSULACTA,12,2020,13726413,12693994,40000,992419,0,7133236,6193836,939400,0,0,6593177
CACSULACTA,1,2021,1090590,1088920,0,1670,0,762199,564431,197768,0,0,328391
CACSULACTA,2,2021,2149603,2149038,0,565,0,1529457,1133729,395728,0,0,620146
CACSULACTA,3,2021,3205819,3186589,0,19230,0,2286874,1699227,587647,0,0,918945
CACSULACTA,4,2021,4166999,4136239,0,30760,0,3019354,2262925,756429,0,0,1147645
CACSULACTA,5,2021,5233059,5187069,13500,32490,0,3718003,2824902,893101,0,0,1515056
CACSULACTA,6,2021,6303039,6248989,13500,40550,0,4455530,3389505,1066025,0,0,1847509
CACSULACTA,7,2021,7757330,7693445,13500,50385,0,5141276,3953800,1187476,0,0,2616054
CACSULACTA,8,2021,9032343,8957878,13500,60965,0,5861269,4515595,1345674,0,0,3171074
CACSULACTA,9,2021,10185001,10107316,13500,64185,0,6628934,5083997,1544937,0,0,3556067
CACSULACTA,10,2021,11233603,11139955,21405,72243,0,7335666,5651370,1684296,0,0,3897937
CACSULACTA,11,2021,12333667,12230124,21405,82138,0,8074278,6220626,1853652,0,0,4259389
CACSULACTA,12,2021,13312582,13195644,42405,74533,0,8527993,6430993,2097000,0,0,4784589
CACSULACTA,1,2022,1202116,1197749,0,4367,0,706074,574686,131388,0,0,496042
CACSULACTA,2,2022,2339079,2334727,0,4352,0,1567262,1153636,413626,0,0,771817
CACSULACTA,3,2022,3438269,3414340,4500,19429,0,1726016,1041188,684828,0,0,1712253
CACSULACTA,4,2022,4434121,4403002,4500,26619,0,2237709,1389435,848274,0,0,2196412
CACSULACTA,5,2022,5402022,5373116,7500,21406,0,2910906,1734719,1176187,0,0,2491116
CACSULACTA,6,2022,6460452,6420893,7500,32059,0,3567347,2076852,1490495,0,0,2893105
CACSULACTA,7,2022,7795189,7726285,27000,41904,0,4237792,2416918,1820874,0,0,3557397
CACSULACTA,8,2022,8923842,8845398,27000,51444,0,4922746,2759812,2162934,0,0,4001096
CACSULACTA,9,2022,9992273,9904334,29500,58439,0,5638643,3102766,2535877,0,0,4353630
CACSULACTA,10,2022,11053709,10958305,29500,65904,0,6371334,3445721,2925613,0,0,4682375
CACSULACTA,11,2022,12101348,11997409,29500,74439,0,7051288,3787749,3263539,0,0,5050060
CACSULACTA,12,2022,14322524,13188716,53500,1080308,0,10353248,6478192,3875056,0,0,3969276
CACSULACTA,1,2023,969050,980969,0,-11919,0,740916,570112,170804,0,0,228134
CACSULACTA,2,2023,2173949,2180453,0,-6504,0,1455449,1141379,314070,0,0,718500
CACSULACTA,3,2023,3231565,3232284,0,-719,0,2267339,1711333,556006,0,0,964226
CACSULACTA,4,2023,4239969,4228229,6000,5740,0,3112979,2279675,833304,0,0,1126990
CACSULACTA,5,2023,5213576,5196166,6000,11410,0,3898942,2833907,1065035,0,0,1314634
CACSULACTA,6,2023,6170839,6148379,6000,16460,0,4606217,3390077,1216140,0,0,1564622
CACSULACTA,7,2023,7397636,7347686,27000,22950,0,5399414,3950749,1448665,0,0,1998222
CACSULACTA,8,2023,8419431,8357266,33000,29165,0,6080193,4497338,1582855,0,0,2339238
CACSULACTA,9,2023,9369424,9300244,33000,36180,0,6799981,5021217,1778764,0,0,2569443
CACSULACTA,10,2023,10308894,10232543,33000,43351,0,7515944,5549003,1966941,0,0,2792950
CACSULACTA,11,2023,11260841,11171620,39000,50221,0,8194730,6078697,2116033,0,0,3066111
CACSULACTA,12,2023,12400389,12308527,55500,36362,0,8344346,6063709,2280637,0,0,4056043
CACSULACTA,1,2024,947909,940049,3000,4860,0,695956,537486,124835,33635,0,251953
CACSULACTA,2,2024,2159940,2140941,3000,15999,0,1380746,1074783,241023,64940,0,779194
CACSULACTA,3,2024,3125349,3100115,3000,22234,0,2165743,1597422,464547,103774,0,959606
CACSULACTA,4,2024,4083755,4052001,3000,28754,0,2960311,2124895,706402,129014,0,1123444
CACSULACTA,5,2024,5001371,4958272,9000,34099,0,3697375,2652361,884814,160200,0,1303996
CACSULACTA,6,2024,5912475,5861046,13000,38429,0,4394570,3177408,1032601,184561,0,1517905
CACSULACTA,7,2024,6973998,6916904,13000,44094,0,5225443,3702685,1522758,0,0,1748555
CACSULACTA,8,2024,8075513,8004884,17500,53129,0,5964342,4225238,1739104,0,0,2111171
CACSULACTA,9,2024,9056113,8977044,17500,61569,0,6666850,4753092,1913758,0,0,2389263
CACSULACTA,10,2024,10024162,9954073,17500,52589,0,7395513,5283007,2112506,0,0,2628649
CACSULACTA,11,2024,11034996,10953292,22000,59704,0,8177752,5813933,2363819,0,0,2857244
CACSULACTA,12,2024,12253427,12130447,58000,64980,0,8784026,6238213,2545813,0,0,3469401
CACSULACTA,1,2025,1121317,1116413,0,4904,0,706812,538791,145542,22479,0,414505
CACSULACTA,2,2025,2247054,2230568,3000,13486,0,1428642,1083467,306770,38405,0,818412
CACSULACTA,3,2025,3385581,3357382,3000,25199,0,2188621,1632998,491608,64015,0,1196960
CACSULACTA,4,2025,4451921,4414539,3000,34382,0,2988386,2183752,719150,85484,0,1463535
CACSULACTA,5,2025,5516092,5466507,9000,40585,0,3741214,2741384,885719,114111,0,1774878
CACSULACTA,6,2025,6618934,6527075,9000,82859,0,4535050,3299930,1105354,129766,0,2083884
CACSULACTA,7,2025,7944047,7843182,9000,91865,0,5293845,3865337,1277600,150908,0,2650202
CACSULACTA,8,2025,9085807,8995614,9000,81193,0,6047238,4426997,1448521,171720,0,3038569
CACSULACTA,9,2025,10201306,10102843,9000,89463,0,6830322,4996833,1645143,188346,0,3370984
CACSULACTA,10,2025,11312243,11202063,9000,101180,0,7565767,5570175,1791130,204462,0,3746476
CACSULACTA,11,2025,12522391,12396051,16000,110340,0,8379375,6150738,1999388,229249,0,4143016
CACSULACTA,12,2025,13846080,13710932,19000,116148,0,9090569,6592424,2180714,317431,0,4755511
CACSULACTA,1,2026,1334515,1328989,0,5526,0,1005356,594551,166938,243867,0,329159
CACSULACTA,2,2026,2507787,2495757,0,12030,0,1794749,1196198,337080,261471,0,713038
PROSPERIDAD,1,2019,1311671,1280273,31398,0,0,1380470,506908,853454,20108,0,-68799
PROSPERIDAD,2,2019,2864878,2805905,58973,0,0,2719442,1007664,1679189,32589,0,145436
PROSPERIDAD,3,2019,4084594,3992525,92069,0,0,4437812,1510565,2872117,55130,0,-353218
PROSPERIDAD,4,2019,5633807,5508995,124812,0,0,6251083,2017236,4169950,63897,0,-617276
PROSPERIDAD,5,2019,7556948,7399967,156981,0,0,6691816,2525235,4098308,68273,0,865132
PROSPERIDAD,7,2019,11508038,11294260,213778,0,0,10615619,3576615,6734941,304063,0,892419
PROSPERIDAD,8,2019,12859594,12615228,244366,0,0,12224208,4085666,7823329,315213,0,635386
PROSPERIDAD,9,2019,14287514,14001079,286435,0,0,13622542,4592702,8704892,324948,0,664972
PROSPERIDAD,10,2019,15865216,15542536,322680,0,0,15104407,5098542,9664133,341732,0,760809
PROSPERIDAD,11,2019,17543564,17129427,414137,0,0,16597205,5596849,10645840,354516,0,946359
PROSPERIDAD,12,2019,18930003,18483753,446250,0,0,18732997,6100744,12206026,426227,0,197006
PROSPERIDAD,1,2020,1550267,1518399,31868,0,0,1423712,508260,902307,13145,0,126555
PROSPERIDAD,2,2020,3322080,3240280,81800,0,0,2833522,1013020,1791019,29483,0,488558
PROSPERIDAD,3,2020,4758138,4650786,107352,0,0,4028044,1517371,2470820,39853,0,730094
PROSPERIDAD,4,2020,6017029,5884666,132363,0,0,5526982,2020900,3452432,53650,0,490047
PROSPERIDAD,5,2020,7556948,7399967,156981,0,0,6691816,2525235,4098308,68273,0,865132
PROSPERIDAD,6,2020,8730084,8547082,183002,0,0,7964888,3026966,4862173,75749,0,765196
PROSPERIDAD,7,2020,10067825,9856717,211108,0,0,9170798,3520501,5560451,89846,0,897027
PROSPERIDAD,8,2020,11281754,11039191,242563,0,0,10357408,4016406,6244364,96638,0,924346
PROSPERIDAD,9,2020,12457611,12185439,272172,0,0,11737763,4512300,7118925,106538,0,719848
PROSPERIDAD,10,2020,13696676,13394581,302095,0,0,12968770,5005539,7854560,108671,0,727906
PROSPERIDAD,11,2020,14562982,14508559,54423,0,0,14265407,5501376,8604643,159388,0,297575
PROSPERIDAD,12,2020,16121529,15794025,327504,0,0,15748367,5968788,9614091,165488,0,373162
PROSPERIDAD,1,2021,1501442,1279843,6365,0,215234,1088523,500816,578314,9393,0,412919
PROSPERIDAD,2,2021,2819532,2590178,14120,0,215234,2364781,1004062,1339816,20903,0,454751
PROSPERIDAD,3,2021,4133194,3896514,21446,0,215234,3752492,1514159,2207435,30898,0,380702
PROSPERIDAD,4,2021,5446930,5203487,28209,0,215234,5091839,2031647,3019740,40452,0,355091
PROSPERIDAD,5,2021,6706239,6457110,33895,0,215234,6395768,2552759,3762542,80467,0,310471
PROSPERIDAD,6,2021,8034197,7778111,40852,0,215234,7664818,3081810,4504486,78522,0,369379
PROSPERIDAD,7,2021,9276330,9015146,45950,0,215234,8893356,3622374,5179487,91495,0,382974
PROSPERIDAD,8,2021,10798754,10532752,50768,0,215234,10381882,4169006,6113335,99541,0,416872
PROSPERIDAD,9,2021,12068232,11793683,59315,0,215234,11737438,4721238,6903424,112776,0,330794
PROSPERIDAD,10,2021,13263030,12982735,65061,0,215234,12949577,5273539,7557739,118299,0,313453
PROSPERIDAD,11,2021,14678376,14391592,71550,0,215234,14408263,5827271,8445997,134995,0,270113
PROSPERIDAD,12,2021,16707345,16411291,80820,0,215234,16439360,6382962,9276400,779998,0,267985
PROSPERIDAD,1,2022,1815649,1809533,6116,0,0,1392110,558684,762366,71060,0,423539
PROSPERIDAD,2,2022,3285936,3227456,13332,0,45148,2986299,1123308,1713219,149772,0,299637
PROSPERIDAD,3,2022,4621580,4555046,21386,0,45148,4555108,1722783,2619622,212703,0,66472
PROSPERIDAD,4,2022,6283794,6210589,28057,0,45148,6204262,2332986,3588160,283116,0,79532
PROSPERIDAD,5,2022,7928694,7848231,35315,0,45148,7832048,2948369,4516059,367620,0,96646
PROSPERIDAD,6,2022,9498898,9412526,41224,0,45148,9355474,3568443,5342617,444414,0,143424
PROSPERIDAD,7,2022,11118875,11025649,48078,0,45148,10946540,4173945,6244040,528555,0,172335
PROSPERIDAD,8,2022,12721028,12591225,54515,0,75288,12455419,4784349,7079958,591112,0,265609
PROSPERIDAD,9,2022,14332343,14195023,62032,0,75288,13976023,5394700,7914143,667180,0,356320
PROSPERIDAD,10,2022,16003512,15859105,69119,0,75288,15623433,6004519,8871454,747460,0,380079
PROSPERIDAD,11,2022,17422860,17269881,77691,0,75288,17220856,6616223,9781524,823109,0,202004
PROSPERIDAD,12,2022,19210764,19007762,83879,0,119123,18993735,7225316,10814001,954418,0,217029
PROSPERIDAD,1,2023,1742085,1734545,7540,0,0,1692539,607747,1007329,77463,0,49546
PROSPERIDAD,2,2023,3352148,3338317,13831,0,0,3336268,1216945,1935892,183431,0,15880
PROSPERIDAD,3,2023,5101631,5077465,24166,0,0,5090172,1794194,3018570,277408,0,11459
PROSPERIDAD,4,2023,6577977,6550428,27549,0,0,6954512,2366977,4213101,374434,0,-376535
PROSPERIDAD,5,2023,8461693,8427022,34671,0,0,8457125,2936937,5054000,466188,0,4568
PROSPERIDAD,6,2023,10084741,10042154,42587,0,0,9876537,3516141,5799032,561364,0,208204
PROSPERIDAD,7,2023,11621577,11573756,47821,0,0,11407070,4113722,6648060,645288,0,214507
PROSPERIDAD,8,2023,13076484,13022251,54233,0,0,12920951,4714509,7469207,737235,0,155533
PROSPERIDAD,9,2023,14756248,14695366,60882,0,0,14446372,5319462,8129221,997689,0,309876
PROSPERIDAD,10,2023,16443495,16374403,69092,0,0,16061087,5784830,9179785,1096472,0,382408
PROSPERIDAD,11,2023,18167000,18090165,76835,0,0,17815726,6246995,10382465,1186266,0,351274
PROSPERIDAD,12,2023,19936078,19791407,82673,0,61998,19552264,6708579,11498836,1344849,0,383814
PROSPERIDAD,1,2024,1677108,1669308,7800,0,0,1543912,460654,992824,90434,0,133196
PROSPERIDAD,2,2024,3280459,3263738,16721,0,0,2983165,931283,1889040,162842,0,297294
PROSPERIDAD,3,2024,4964936,4941975,22961,0,0,4469964,1401275,2843366,225323,0,494972
PROSPERIDAD,4,2024,6580222,6471363,29711,0,79148,6152522,1865757,3968602,318163,0,427700
PROSPERIDAD,5,2024,8206946,8092646,35152,0,79148,7722638,2316122,5021095,385421,0,484308
PROSPERIDAD,6,2024,9930586,9812315,39123,0,79148,9372653,2767391,6142332,453087,9843,557933
PROSPERIDAD,7,2024,11703112,11578110,45854,0,79148,11044058,3210923,7035484,777964,19687,659054
PROSPERIDAD,8,2024,13396972,13265780,52044,0,79148,12702729,3649848,8156763,866588,29530,694243
